track_id,track_name,artist_name,album_name,release_date,popularity,cover_url,spotify_url,artist_image_url,data_refresh_timestamp
53iuhJlwXhSER5J2IYYv1W,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,2025-10-03,100,https://i.scdn.co/image/ab67616d0000b273d7812467811a7da6e6a44902,https://open.spotify.com/track/53iuhJlwXhSER5J2IYYv1W,https://i.scdn.co/image/ab6761610000e5ebe2e8e7ff002a4afda1c7147e,2025-11-13 07:12:33
1CPZ5BxNNd0n0nF4Orb9JS,Golden,HUNTR/X,KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,99,https://i.scdn.co/image/ab67616d0000b2734dcb6c5df15cf74596ab25a4,https://open.spotify.com/track/1CPZ5BxNNd0n0nF4Orb9JS,https://i.scdn.co/image/ab67616d0000b2736c1334650ced0e28f0b2e13f,2025-11-13 07:12:33
7qjZnBKE73H4Oxkopwulqe,back to friends,sombr,I Barely Know Her,2025-08-22,91,https://i.scdn.co/image/ab67616d0000b273d2eb391e0b3c3bc21c127db6,https://open.spotify.com/track/7qjZnBKE73H4Oxkopwulqe,https://i.scdn.co/image/ab6761610000e5eb78edaa6468cae153565c2c97,2025-11-13 07:12:33
1qbmS6ep2hbBRaEZFpn7BX,Man I Need,Olivia Dean,Man I Need,2025-08-15,95,https://i.scdn.co/image/ab67616d0000b273e3d69e17dde129037a1f09e2,https://open.spotify.com/track/1qbmS6ep2hbBRaEZFpn7BX,https://i.scdn.co/image/ab6761610000e5eb5c7577ad44daeb7ce4b941a1,2025-11-13 07:12:33
2RkZ5LkEzeHGRsmDqKwmaJ,Ordinary,Alex Warren,"You'll Be Alright, Kid (Chapter 1)",2024-09-26,91,https://i.scdn.co/image/ab67616d0000b27342fe69c0e7e5c92f01ece8ce,https://open.spotify.com/track/2RkZ5LkEzeHGRsmDqKwmaJ,https://i.scdn.co/image/ab6761610000e5ebe5547931c7f652c2ece8b76c,2025-11-13 07:12:33
3yWuTOYDztXjZxdE2cIRUa,Opalite,Taylor Swift,The Life of a Showgirl,2025-10-03,97,https://i.scdn.co/image/ab67616d0000b273d7812467811a7da6e6a44902,https://open.spotify.com/track/3yWuTOYDztXjZxdE2cIRUa,https://i.scdn.co/image/ab6761610000e5ebe2e8e7ff002a4afda1c7147e,2025-11-13 07:12:33
6sGIMrtIzQjdzNndVxe397,So Easy (To Fall In Love),Olivia Dean,The Art of Loving,2025-09-26,92,https://i.scdn.co/image/ab67616d0000b2739a336bfb6d40bbd90a507417,https://open.spotify.com/track/6sGIMrtIzQjdzNndVxe397,https://i.scdn.co/image/ab6761610000e5eb5c7577ad44daeb7ce4b941a1,2025-11-13 07:12:33
55lijDD6OAjLFFUHU9tcDm,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,2025-09-19,93,https://i.scdn.co/image/ab67616d0000b2737cc8cee5c81409833e540974,https://open.spotify.com/track/55lijDD6OAjLFFUHU9tcDm,https://i.scdn.co/image/ab6761610000e5ebde2e2ac1d53fdf9518354798,2025-11-13 07:12:33
4oVO4fGNRRvEn0CRuFO4qv,La Perla,ROSALÍA,LUX,2025-11-07,83,https://i.scdn.co/image/ab67616d0000b27393ee2e2f2dfb7de9befcc164,https://open.spotify.com/track/4oVO4fGNRRvEn0CRuFO4qv,https://i.scdn.co/image/ab6761610000e5eb9354faf80eb87961466edfbf,2025-11-13 07:12:33
7so0lgd0zP2Sbgs2d7a1SZ,Die With A Smile,Lady Gaga,MAYHEM,2025-03-07,87,https://i.scdn.co/image/ab67616d0000b273b0860cf0a98e09663c82290c,https://open.spotify.com/track/7so0lgd0zP2Sbgs2d7a1SZ,https://i.scdn.co/image/ab6761610000e5ebaadc18cac8d48124357c38e6,2025-11-13 07:12:33
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,94,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,2025-11-13 07:12:33
